"","MGHBC6_atm","MGHBC8_atm","MGHBC11_atm","MGHBC12_atm","MGHBC13_atm","MGHBC14_atm","MGHBC16_atm","MGHBC18_atm","MGHBC21_atm","MGHBC27_atm","MGHBC28_atm","MGHBC33_atm","MGHBC38_atm","MGHBC41_atm","MGHBC44_atm","MGHBC51_atm","MGHBC52_atm","MGHBC53_atm","MGHBC55_atm","MGHBC56_atm","MGHBC57_atm","MGHBC58_atm","MGHBC60_atm","MGHBC63_atm","MGHBC64_atm","MGHBC17ec_atm","MGHBC5_atm"
"EcMero2_Rup_APECO78_00325_0.97_1",0.705716639564246,0.87694068110771,1.83982134535931,1.89285293934088,0.346993458863311,0.722952059990906,1.37500876918367,0.674021452838993,1.18012959142657,1.98267573404139,1.72367603677732,1.99957845099879,2.70130942157546,0.755705703838789,0.827085582583943,1.56446907819268,0.779332488913735,1.49264471792709,1.51960355865405,1.23900510623733,1.59849841126064,2.01823076490871,1.39015746352943,2.41132061589032,1.78957662716477,-0.703743350757586,1.24716893365478
"EcMero2_Rup_APECO78_04245_0.95_1",1.62577596499216,2.48043651188749,1.32977640996396,2.58671424813734,1.98166769913623,0.997875414383064,1.25826988121806,0.570275263445037,1.83674358728586,3.11678323268153,1.45764830817702,0.729381798792432,2.49934579720302,1.65842368329565,0.501510936030846,2.08771537667003,0.452635148486844,1.68212248260578,0.194763196225502,0.835249371494537,0.399257438601765,0.757855475634192,2.14965512796658,1.68523689963325,1.28035963621999,1.13386665002156,2.22853249391189
"EcMero2_Rup_APECO78_05395_0.92_1",NA,1.61420232325806,1.51523810483664,2.70566711298668,1.48215084897006,1.71200069988186,0.56521670281698,NA,NA,2.06103467315247,2.67917244425154,2.27873600672219,1.50468407713751,0.301173287279457,0.814831941093882,2.46086464764368,1.87595467781249,1.33045545635152,1.96631864608838,NA,0.410371544967402,0.689815040252331,1.88873638146284,2.13555843902216,1.29986822687501,1.88691503167988,1.40040266236757
"EcMero2_Rup_APECO78_05500_0.97_1",2.6510050311472,4.24215275302271,2.859996034487,4.2003122063418,3.63062669663595,2.69595479088012,2.4909544473266,0.028688407673206,0.664263751950013,2.95808624793477,2.25705748152265,2.50745654197811,4.44354877619562,1.70835886677104,1.48726423180213,2.10217914379281,1.1713049858732,2.67576958968564,0.993101582544846,-0.110170777325131,0.950379948228971,2.74968337186424,3.44996164401477,2.70223184306671,1.25554057138812,2.56211807586338,2.80586075659634
"EcMero2_Rup_APECO78_09510_0.97_1",2.09458531882695,1.50823021215575,3.05607118927207,2.74105858405277,0.769511921579133,1.85556025402254,2.04776175963189,NA,0.345610937720477,3.24657730397755,2.35699371026026,5.03590354893492,2.95446689895233,1.36057397954286,1.91472117304404,1.31698149863526,3.38381876743802,1.39416095105674,3.47542790751498,-0.0731914261020882,1.02514303245209,1.73905855927218,2.40099516066759,2.77298835963745,2.03075232307255,1.77478329763826,2.07521183756783
"EcMero2_Rup_APECO78_09705_0.92_1",0.936513329582482,0.278720276945346,2.10618302884924,0.349878946145612,0.398248765701353,1.0748904634294,2.1766832715942,-0.795424897309289,0.486587091404737,2.43038098076256,0.309075583095769,1.59584212613033,0.457825220975373,0.564183889781529,0.757785080109184,1.51652464785475,3.58490103797167,0.169133677330505,4.20645017471283,0.331808120103951,0.670693408930267,0.347743330473371,-0.17125776950634,1.9003071897019,1.09814788391125,0.852046420139745,0.258660910459938
"EcMero2_Rup_APECO78_09710_0.92_1",0.462035441088009,0.355399306751862,2.78821639175332,0.499320447517402,0.113192454735906,1.07222114711615,2.6126751628994,-1.19140470666778,0.608331254030164,2.50239371407709,0.223276143881955,1.6286009803049,0.337520235373805,0.387023455342864,1.33259354542494,1.63412112860527,3.78719023020697,-0.358035711199245,5.49504152709823,0.360108661962833,0.847031717653881,0.273607756724815,0.166724496281677,1.32903816844337,1.62549662430679,0.990862763646988,-0.566704789532652
"EcMero2_Rup_APECO78_12545_0.97_0.95",1.20054320006262,1.59049700181504,1.41777870659945,3.06385558873471,1.46289797998765,1.28620023097643,1.1904118259993,0.219493297997692,0.624354213438289,1.71190086281097,0.531789329287672,0.874179333789827,1.22917181070202,0.0242408934926915,0.0675142938875296,1.59261476921825,0.40339885592999,2.02627328680095,-0.207341144061161,-0.202726511782787,-0.339140855750402,1.00831067617525,1.81003903598154,1.74318911268682,0.284941404121074,1.24734201555713,1.32667775933319
"EcMero2_Rup_APECO78_21920_0.92_1",NA,1.27966526266904,-0.275623632199564,2.01703733949204,0.883477968218002,0.890210312101578,0.00660633916335449,0.0118373940374035,0.170565726956829,0.62598721314213,-0.0142536035596637,0.294056806005943,0.677400319993288,0.0220008163547936,-0.254113318415006,1.98388492464397,0.378809565241525,1.76329424199461,0.336973737944661,0.228614235112768,-0.403492917049569,-0.0069458212768467,1.27944561632868,1.92780016974483,1.00164346680905,1.00353243366779,1.28044919396704
"EcMero2_Rup_APECO78_22510_0.92_1",2.95602561749209,5.75385832734487,3.2351099729222,4.53192933430905,3.89805447205921,3.62099847702485,3.08331013727421,-0.788068251741688,1.40352542178443,3.10996502086916,1.91734847009095,2.37065620948813,4.74628359107216,2.67410757457802,2.33664857177437,2.88338006530011,2.08245803970155,3.76475619159339,2.78468924693823,-0.376747865949056,0.805551004453854,4.25520539574071,3.66610199455583,3.5901611723659,2.29932869018184,2.8529986941287,3.07773600428705
