"","MGHBC4_mem","MGHBC15_mem","MGHBC19_mem","MGHBC23_mem","MGHBC25_mem","MGHBC34_mem","MGHBC35_mem","MGHBC29_mem","MGHBC32_mem","MGHBC26_mem","MGHBC47_mem","MGHBC50_mem","MGHBC48_mem","MGHBC61_mem","MGHBC62_mem","MGHBC17kp_mem"
"KpMero4_R01up_KPN_01226_0.97",4.49562008933442,4.13143679610753,5.19017136478595,4.70462123432022,5.47511425324469,5.3619278945652,3.69442949248113,5.44008457093228,5.08561214195055,4.7608714085098,3.73913701467164,3.94898104278523,4.13605840993682,4.20501970245921,4.52764836951785,4.62302002158471
"KpMero4_R02up_KPN_01107_0.97",2.18479227024369,2.49581218908187,2.53220768891298,2.6418314536345,1.52151078931102,3.89188071765254,2.63710980192207,4.29977294136249,0.882800124775417,4.25467259969841,1.90050313012073,1.35052477580155,2.35017900140026,2.25703169034522,2.96149085315008,3.17608866314878
"KpMero4_R03up_KPN_02345_0.95",2.31260559877657,2.96099914063066,2.07706312486842,2.82433282585475,2.41270963090385,2.46455125580121,2.34351005073553,3.35252343500781,1.54776062471403,3.28691235495556,2.62686830592366,3.01514618217016,1.91747760622125,2.7973013321412,2.80896719967746,2.47553560523582
"KpMero4_R04up_KPN_02742_0.97",2.85200238706621,2.94624137011287,4.41415369358833,4.27345841708951,4.52049414597257,4.39772425223866,3.72295183218076,4.96905404358182,3.11229611498063,5.058832063816,1.57037448409834,1.94779832077026,3.60570612157708,3.12102747187922,4.45589212500138,3.96881047275223
"KpMero4_R05dn_KPN_02241_0.92",-2.38369401103764,NA,NA,-0.412880098521286,NA,-3.70364830195587,-3.74237839884665,NA,NA,NA,-2.9037608050134,-0.423496740621241,-0.111702327882076,NA,-0.421539345945792,-1.19974360430365
"KpMero4_R06up_KPN_03358_0.92",1.37178779690951,1.12231523720542,1.88074234787945,2.002029135961,1.42614298088869,2.4343730646759,1.43694953580315,2.78013822688884,0.66555403280722,2.82871835130497,0.412219246789882,0.439614943881471,0.393215585791053,0.857384095454565,1.48221431007229,2.26664147665892
"KpMero4_R07up_KPN_03934_0.92",-1.00900895420971,-0.261502712599842,-0.426241989092212,-0.345039899392317,-0.578397127264075,0.66837730463658,-0.468886737516537,-0.384113346085643,-0.115878601421111,0.1908147314379,-0.671975674006532,-0.615265385071374,-0.666072890690866,-0.988429111918793,-0.426441660293714,-0.603772125599104
"KpMero4_R08dn_KPN_00868_0.92",-0.910245263085101,-1.80875521181926,NA,-2.33041793832931,0.0556110318311878,-4.28608766267445,-1.52992114766342,NA,NA,-2.76106174301453,-3.17575737722412,-2.91842587017129,-0.503446557561482,-0.542203709634773,-2.36309758271751,-3.40525769077936
"KpMero4_R09up_KPN_02342_0.97",1.42009703585683,0.832862158938802,2.08043535367733,1.79905222375907,1.37704181536464,2.64905415337191,1.29955741528544,1.93664773346247,-0.678778040725562,1.65820776241623,0.628177461687423,1.11335182526407,0.0786937971172594,0.719455185857547,1.50578310295878,2.32353737332223
"KpMero4_R10up_KPN_00833_0.97",3.29555573264708,5.27030361877945,4.18859551298147,3.39187159513815,4.32606262649212,5.39775344751965,3.65714320669688,4.17830973082822,3.42342378030518,5.74795872966291,3.42331460245243,3.25083126251412,4.28255650296081,4.72574994066922,3.82725785031962,4.59510999688951
